pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_tmag,sy_kepmag,sy_gaiamag,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
K2-281 b,K2-281,Gaia DR3 2577432178095422976,Gaia DR2 2577432178095422976,TIC 380884458,,16.2274724,7.2692169,15.048,13.195,12.523,14.0978,14.763,14.7677,4812.0,4.59,0.22,0.82,0.76,,-0.64686,,,,,8.687721,8.18,2.7504,K2,2018,K2
K2-222 b,K2-222,Gaia DR3 2584093844170270720,Gaia DR2 2584093844170270720,TIC 257774438,,16.4625203,11.7537171,9.543,8.423,8.105,8.97055,9.443,9.36072,5942.0,4.37,-0.315,0.989,1.115,,0.13852,7.1,1.5,-1.7,,15.38857,2.35,4.3896,K2,2018,K2
TOI-1468 c,TOI-1468,Gaia DR3 2785466581298775680,Gaia DR2 2785466581298775680,TIC 243185500,,16.6538724,19.2249195,12.5,9.343,8.497,10.8858,,12.1172,3376.0,4.846,-0.01,0.3527,0.3714,M3.0 V,-1.7921,,,,42.5,15.532477,2.126,1.86,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1468 b,TOI-1468,Gaia DR3 2785466581298775680,Gaia DR2 2785466581298775680,TIC 243185500,,16.6538724,19.2249195,12.5,9.343,8.497,10.8858,,12.1172,3376.0,4.846,-0.01,0.3527,0.3714,M3.0 V,-1.7921,,,,42.5,1.8805201,1.401,1.09,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-221 b,K2-221,Gaia DR3 2582898606311167872,Gaia DR2 2582898606311167872,TIC 257801011,,16.6550286,10.1897385,12.571,11.229,10.852,11.9217,12.232,12.4149,5716.0,4.57,0.13,1.010842,0.947599,,-0.06367,,,,,2.399094,1.67890272,2.5032,K2,2018,K2
EPIC 220492298 b,EPIC 220492298,Gaia DR3 2576563907506735232,Gaia DR2 2576563907506735232,TIC 257802602,,16.7615005,6.588798,13.991,12.61,12.168,13.2689,13.786,13.7756,5620.0,4.5,0.28,0.95,0.89,,-0.0088,,,,,0.762406,0.99,,K2,2021,K2
TOI-169 b,TOI-169,Gaia DR3 4684513614202233728,Gaia DR2 4684513614202233728,TIC 183120439,,16.7786879,-75.1989452,12.355,11.181,10.815,11.788,,12.2379,5880.0,4.278,0.24,1.147,1.288,G1 V,0.25261,4.7,2.7,-2.0,,2.2554477,12.172974,1.7064,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
K2-204 b,K2-204,Gaia DR3 2533185974768028032,Gaia DR2 2533185974768028032,TIC 248351386,,17.3825067,-0.5177539,12.985,11.839,11.478,12.4611,12.961,12.8893,5783.0,4.273,0.21,1.076,1.253,,0.19866,6.5,3.7,-3.1,,7.055908,3.17214154,4.5696,K2,2018,K2
WASP-187 b,WASP-187,Gaia DR3 306410392895767680,Gaia DR2 306410392895767680,TIC 15692883,,17.47474,25.6816494,10.295,9.117,8.79,9.7116,,10.1318,6150.0,3.722,0.0,1.54,2.83,F,0.96727,2.55,0.49,-0.25,,5.147878,18.38276,5.82,SuperWASP,2020,WASP
K2-210 b,K2-210,Gaia DR3 2538051863476537984,Gaia DR2 2538051863476537984,TIC 388801714,,17.6412694,1.5784137,11.535,10.354,9.915,11.0759,11.507,11.5845,5500.0,4.6,0.0,0.911717,0.89,,-0.24869,,,,,0.57023,0.86,,K2,2018,K2
TOI-4406 b,TOI-4406,Gaia DR3 4910452812646300544,Gaia DR2 4910452812646300544,TIC 206541859,,18.0485164,-56.9253875,10.937,10.034,9.73,10.5663,,10.9545,6219.0,4.29,0.1,1.19,1.29,,0.36173,2.9,0.7,-0.7,,30.08364,11.2089807,3.9858103,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-386 b,K2-386,Gaia DR3 2576755978444329216,Gaia DR2 2576755978444329216,TIC 376879052,,18.2999964,7.0130302,13.241,11.864,11.525,12.5343,13.015,12.9931,5749.0,4.424,0.074,0.911,0.97,,-0.01919,,,,,7.473223,2.32,3.5568,K2,2022,K2
K2-150 b,K2-150,Gaia DR3 2579495171146737280,Gaia DR2 2579495171146737280,TIC 376879419,,18.3443908,8.9874328,15.784,12.107,11.249,13.6157,14.847,14.815,3499.0,4.822,0.09,0.457,0.436,M2.5 V,-1.58503,,,,,10.59357,2.0,2.4,K2,2018,K2
K2-212 b,K2-212,Gaia DR3 2538824923230146560,Gaia DR2 2538824923230146560,TIC 388811663,,18.4241015,3.0970732,12.977,10.629,9.856,11.7603,12.588,12.55,4349.0,4.72,0.03,0.622,0.678,,-0.90958,,,,,9.795647,2.65,2.5992,K2,2018,K2
K2-215 b,K2-215,Gaia DR3 2564621115285038208,Gaia DR2 2564621115285038208,TIC 376905329,,18.4700795,6.1238647,12.99,11.679,11.298,12.3609,12.798,12.8302,5704.0,4.41,0.11,0.999987,0.974398,,-0.02639,,,,,8.269648,2.12381238,2.232,K2,2018,K2
WASP-186 b,WASP-186,Gaia DR3 2790691147020786816,Gaia DR2 2790691147020786816,TIC 411608801,,18.9953122,21.6169065,10.81,9.781,9.532,10.3002,,10.6509,6361.0,4.193,-0.08,1.22,1.47,F,0.50022,3.1,1.0,-0.08,4.8,5.026799,12.44199,2.704,SuperWASP,2020,WASP
TOI-277 b,TOI-277,Gaia DR3 2353440974955205632,Gaia DR2 2353440974955205632,TIC 439456714,,19.0766985,-20.9532772,13.632,10.403,9.557,11.7315,,12.7896,4031.0,4.58,-0.01,0.16,0.362,,-1.3504,,,,,3.994,2.65,1.9693065,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1467 b,TOI-1467,Gaia DR3 403141126645929728,Gaia DR2 403141126645929728,TIC 240968774,,19.1146441,49.2331382,12.293,9.38,8.568,10.5977,,11.5622,3834.0,4.773,-0.062,0.489,0.491,,-1.42022,7.2,4.5,-4.9,,5.97114713,1.92,1.5784,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-151 b,K2-151,Gaia DR3 2579620343673729408,Gaia DR2 2579620343673729408,TIC 376936928,,19.3047733,9.5012663,14.175,10.93,10.117,12.2448,13.384,13.3119,3695.0,4.8,-0.19,0.47,0.45,M1.5 V,-1.55284,,,,,3.835476,1.49,1.5408,K2,2018,K2
K2-387 b,K2-387,Gaia DR3 2580505553613124992,Gaia DR2 2580505553613124992,TIC 376938120,,19.4418282,11.3684915,16.147,13.15,12.286,14.4498,15.54,15.4948,3572.0,4.66,0.126,0.57,0.585,,-1.23884,,,,,28.735327,7.322,2.9904,K2,2022,K2
K2-113 b,K2-113,Gaia DR3 2564787622577189760,Gaia DR2 2564787622577189760,TIC 376939759,,19.4493823,6.8688469,13.744,12.347,11.949,13.0121,13.514,13.5039,5660.0,4.27,0.27,1.04,1.24,G,0.0086,5.9,2.7,-3.4,,5.817685,12.14,3.0744,K2,2017,K2
TOI-4527.01,TOI-4527,Gaia DR3 2564324345929277184,Gaia DR2 2564324345929277184,TIC 380887434,,19.4722574,5.4711996,10.917,7.839,7.02,9.16764,,10.1927,3702.0,4.75,,0.483901,0.485948,M2V:,-1.39838,,,,,0.3994445,0.9086617,0.8028796,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-118 b,WASP-118,Gaia DR3 2562569564026683520,Gaia DR2 2562569564026683520,TIC 380907135,,19.5505861,2.7027847,11.009,10.087,9.788,10.5559,10.934,10.9196,6410.0,4.1,0.16,1.32,1.696,F6,0.65885,1.17,5.72,-0.75,6.12,4.0460435,16.14096,4.8048,SuperWASP,2016,WASP
K2-295 b,K2-295,Gaia DR3 2564784633279953536,Gaia DR2 2564784633279953536,TIC 610976842,,19.6101417,6.8167277,13.8941,,11.135,12.813,13.539,13.5184,4444.0,4.63,0.14,0.74,0.7,K5 V,-0.71623,,,,,4.024867,10.054473,2.4984,K2,2018,K2
TOI-2236 b,TOI-2236,Gaia DR3 4613145315172329984,Gaia DR2 4613145315172329984,TIC 394722182,,20.1660113,-86.979965,11.6,10.261,9.96,10.8673,,11.2905,6248.0,4.172,0.119,1.343,1.573,,0.53275,2.52,0.89,-0.82,,3.5315902,14.36991326,3.048,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-4010 c,TOI-4010,Gaia DR3 525352325110310400,Gaia DR2 525352325110310400,TIC 352682207,,20.2148196,66.0722009,12.291,10.649,10.157,11.5163,,12.1216,4960.0,4.54,0.37,0.88,0.83,K V,-0.3996,6.1,3.1,-3.1,37.7,5.414654,5.93,2.77,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-4010 b,TOI-4010,Gaia DR3 525352325110310400,Gaia DR2 525352325110310400,TIC 352682207,,20.2148196,66.0722009,12.291,10.649,10.157,11.5163,,12.1216,4960.0,4.54,0.37,0.88,0.83,K V,-0.3996,6.1,3.1,-3.1,37.7,1.348335,3.02,1.77,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-4010 d,TOI-4010,Gaia DR3 525352325110310400,Gaia DR2 525352325110310400,TIC 352682207,,20.2148196,66.0722009,12.291,10.649,10.157,11.5163,,12.1216,4960.0,4.54,0.37,0.88,0.83,K V,-0.3996,6.1,3.1,-3.1,37.7,14.70886,6.18,3.6,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
GJ 3090 b,GJ 3090,Gaia DR3 4933912198895807104,Gaia DR2 4933912198893332224,TIC 262530407,,20.4384281,-46.7147234,11.403,8.168,7.294,9.49275,,10.5521,3556.0,4.727,-0.06,0.519,0.516,M2 V,-1.34199,,,,,2.8531054,2.13,1.281,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-384 e,K2-384,Gaia DR3 2535107508776249856,Gaia DR2 2535107508776249856,TIC 399702475,,20.4998403,0.7509701,16.12,12.118,11.294,13.7658,14.256,15.0276,3623.0,4.874,0.068,0.33,0.348,M4 V,-1.86986,,,,,9.715043,1.345,1.992,K2,2022,K2
K2-384 c,K2-384,Gaia DR3 2535107508776249856,Gaia DR2 2535107508776249856,TIC 399702475,,20.4998403,0.7509701,16.12,12.118,11.294,13.7658,14.256,15.0276,3623.0,4.874,0.068,0.33,0.348,M4 V,-1.86986,,,,,4.194766,1.191,1.272,K2,2022,K2
K2-384 d,K2-384,Gaia DR3 2535107508776249856,Gaia DR2 2535107508776249856,TIC 399702475,,20.4998403,0.7509701,16.12,12.118,11.294,13.7658,14.256,15.0276,3623.0,4.874,0.068,0.33,0.348,M4 V,-1.86986,,,,,6.679582,1.392,1.512,K2,2022,K2
K2-384 f,K2-384,Gaia DR3 2535107508776249856,Gaia DR2 2535107508776249856,TIC 399702475,,20.4998403,0.7509701,16.12,12.118,11.294,13.7658,14.256,15.0276,3623.0,4.874,0.068,0.33,0.348,M4 V,-1.86986,,,,,13.62749,2.222,2.16,K2,2022,K2
K2-384 b,K2-384,Gaia DR3 2535107508776249856,Gaia DR2 2535107508776249856,TIC 399702475,,20.4998403,0.7509701,16.12,12.118,11.294,13.7658,14.256,15.0276,3623.0,4.874,0.068,0.33,0.348,M4 V,-1.86986,,,,,2.231527,1.076,,K2,2022,K2
K2-208 b,K2-208,Gaia DR3 2534388703049641472,Gaia DR2 2534388703049641472,TIC 399722652,,20.7789809,0.8890076,12.577,11.164,10.746,11.8333,12.302,12.3135,5500.0,4.503,-0.064,0.881,0.872,,-0.20135,6.1,4.8,-4.1,,4.19097,1.67462172,1.944,K2,2018,K2
TOI-2411 b,TOI-2411,Gaia DR3 2471334872292963456,Gaia DR2 2471334872292716288,TIC 10837041,,20.9224567,-8.7017944,11.272,9.33,8.532,10.4238,,11.2198,4099.0,4.59,,0.65,0.68,,-0.87076,,,,,0.7826942,1.68,1.2621481,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HAT-P-51 b,HAT-P-51,Gaia DR3 316706322857704960,Gaia DR2 316706322857704960,TIC 61205803,,21.0651251,32.8107,13.51,12.039,11.614,12.7628,,13.2846,5453.0,4.4256,0.302,0.961,0.995,G7,-0.10237,8.1,2.7,-2.5,,4.21802091,13.50682174,3.3672,HATNet,2015,HAT
K2-211 b,K2-211,Gaia DR3 2559203924574351616,Gaia DR2 2559203924574351616,TIC 399731211,,21.1061587,1.7049101,13.1547,11.624,11.104,12.383,12.872,12.9329,5117.0,4.543,0.134,0.851,0.818,,-0.383,6.5,4.8,-4.3,,0.669561,1.33162691,1.2912,K2,2018,K2
TOI-4515 b,TOI-4515,Gaia DR3 289464440515102976,Gaia DR2 289464440515102976,TIC 456862677,,21.1861778,21.5130638,11.938,10.625,10.134,11.302,,11.8121,5433.0,4.48,0.05,0.949,0.86,G8/G9,-0.23582,1.2,0.2,-0.2,15.5,15.266446,12.17,3.24,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HAT-P-53 b,HAT-P-53,Gaia DR3 323386882492982144,Gaia DR2 323386882492982144,TIC 189380158,,21.8711012,38.9681137,13.78,12.468,12.1,13.0942,,13.5142,5956.0,4.31,0.0,1.093,1.209,,0.21748,4.67,1.45,-0.83,,1.9616241,14.773462,2.7936,HATNet,2015,HAT
TOI-1695 b,TOI-1695,Gaia DR3 534988616816537728,Gaia DR2 534988616816537728,TIC 422756130,,21.9217346,72.2966148,12.989,9.64,8.818,11.0294,,12.1364,3690.0,4.725,0.0,0.513,0.515,M1 V,-1.3536,,,,47.7,3.1342791,1.9,1.311,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-6330 b,TOI-6330,Gaia DR3 407530931116600320,Gaia DR2 407530931116600320,TIC 308120029,,22.1679816,53.6860778,16.33,12.368,11.513,13.7853,,14.9341,3539.0,4.77,0.08,0.531,0.49,,-1.43168,7.6,4.2,-4.9,36.0,6.8500246,10.89,2.23,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TIC 237913194 b,TIC 237913194,Gaia DR3 4715813347286590080,Gaia DR2 4715813347286590080,TIC 237913194,,22.4458116,-60.7399096,12.144,10.858,10.485,11.4864,,11.9371,5788.0,4.376,0.14,1.026,1.088,G3,0.07773,5.7,1.7,-1.7,,15.168865,12.520453,2.0633315,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-2120 b,TOI-2120,Gaia DR3 513299860904522752,Gaia DR2 513299860904522752,TIC 389900760,,23.507315,65.5139877,15.648,11.1,10.205,12.8233,,14.1872,3131.0,4.985,0.39,0.211,0.245,,-2.28651,,,,,5.7998164,2.122,1.014374,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
NGTS-11 b,NGTS-11,Gaia DR3 2453680078509741056,Gaia DR2 2453680078509741056,TIC 54002556,,23.5214497,-14.4191493,12.456,10.855,10.315,11.6235,,12.1895,5050.0,4.5,0.22,0.862,0.832,K,-0.39518,3.9,1.6,-1.6,,35.45533,9.157753,3.59,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-125 b,TOI-125,Gaia DR3 4698692748651744128,Gaia DR2 4698692744355471616,TIC 52368076,,23.5934253,-66.6763495,11.023,9.466,8.995,10.1985,,10.718,5320.0,4.516,-0.02,0.859,0.848,K0 V,-0.28483,6.8,4.4,-4.1,,4.65382,2.726,2.9616,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
TOI-125 c,TOI-125,Gaia DR3 4698692748651744128,Gaia DR2 4698692744355471616,TIC 52368076,,23.5934253,-66.6763495,11.023,9.466,8.995,10.1985,,10.718,5320.0,4.516,-0.02,0.859,0.848,K0 V,-0.28483,6.8,4.4,-4.1,,9.15059,2.759,2.9544,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
TOI-125 d,TOI-125,Gaia DR3 4698692748651744128,Gaia DR2 4698692744355471616,TIC 52368076,,23.5934253,-66.6763495,11.023,9.466,8.995,10.1985,,10.718,5320.0,4.516,-0.02,0.859,0.848,K0 V,-0.28483,6.8,4.4,-4.1,,19.98,2.93,3.1128,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
WASP-105 b,WASP-105,Gaia DR3 4917441922731087488,Gaia DR2 4917441922731087488,TIC 158623531,,24.1678686,-50.659308,12.049,10.456,9.935,11.2794,,11.8445,5070.0,4.2,0.28,0.89,0.9,K2,-0.02427,,,,,7.87288,10.76064,3.72,SuperWASP-South,2017,WASP
WASP-18 b,WASP-18,Gaia DR3 4955371367334610048,Gaia DR2 4955371367334610048,TIC 100100827,HD 10069,24.3544618,-45.6777937,9.28,8.409,8.131,8.8287,,9.16617,6432.0,4.31,0.107,1.294,1.319,F6 IV-V,0.42813,1.57,1.4,-0.94,,0.94145223,13.89913607,2.21,SuperWASP,2009,WASP
WASP-97 b,WASP-97,Gaia DR3 4911563216311083392,Gaia DR2 4911563216311083392,TIC 230982885,,24.6051389,-55.7720006,10.57,9.407,9.03,9.9696,,10.4238,5640.0,4.45,0.23,1.18,1.08,G5,0.07149,4.8,2.1,-1.6,,2.07276,12.77826,2.5824,SuperWASP,2014,WASP
HIP 8152 c,HIP 8152,Gaia DR3 5140454049422547200,Gaia DR2 5140454049422547200,TIC 164767175,,26.2092533,-18.4013844,10.07,8.847,8.449,9.45661,,9.90726,5618.0,4.443,0.007,0.9373,0.9603,,-0.0804,6.0,2.4,-2.3,,19.60562,2.52442508,4.383408,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HIP 8152 b,HIP 8152,Gaia DR3 5140454049422547200,Gaia DR2 5140454049422547200,TIC 164767175,,26.2092533,-18.4013844,10.07,8.847,8.449,9.45661,,9.90726,5618.0,4.443,0.007,0.9373,0.9603,,-0.0804,6.0,2.4,-2.3,,10.751014,2.53625843,2.9954278,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-2152 A b,TOI-2152,Gaia DR3 562109759036198272,Gaia DR2 562109759036198272,TIC 395393265,,26.3389717,77.7901231,11.436,9.973,9.597,10.7053,,11.2407,6630.0,4.205,0.282,1.516,1.612,F4 V,0.65321,0.83,1.1,-0.58,,3.3773512,14.35870428,3.715,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-76 b,WASP-76,Gaia DR3 2512326349403275520,Gaia DR2 2512326349403275520,TIC 293435336,,26.632936,2.700389,9.518,8.541,8.243,9.02706,,9.39507,6329.0,4.196,0.366,1.458,1.756,F7,0.65418,1.816,0.274,-0.274,,1.80988198,20.78145022,3.8,SuperWASP,2016,WASP
WASP-181 b,WASP-181,Gaia DR3 2512413932376364288,Gaia DR2 2512413932376364288,TIC 293457754,,26.7932253,3.1329325,12.924,11.785,11.443,12.3553,,12.783,5839.0,4.487,0.09,1.04,0.965,G2,0.04879,2.5,1.7,-1.7,,4.5195064,13.271456,3.0648,SuperWASP,2019,WASP
HAT-P-60 b,HAT-P-60,Gaia DR3 359678187913760384,Gaia DR2 359678187913760384,TIC 354469661,,28.2825719,52.0539209,9.727,8.677,8.368,9.17925,,9.56355,6212.0,3.9114,0.037,1.435,2.197,,0.80889,2.765,0.042,-0.056,,4.7947813,18.28184752,5.035,HATNet,2021,HAT
TOI-849 b,TOI-849,Gaia DR3 5023809953208388352,Gaia DR2 5023809953208388352,TIC 33595516,,28.7157956,-29.4217086,11.981,10.832,10.418,11.5485,,12.0645,5257.0,4.48,0.19,0.97,0.97,G,-0.2184,6.7,2.9,-2.4,,0.765548,3.64,1.57,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
WASP-71 b,WASP-71,Gaia DR3 2507901914613201024,Gaia DR2 2507901914613005056,TIC 422655579,,29.2634506,0.7588247,10.56,9.636,9.32,10.1638,,10.5678,6050.0,3.9,0.15,0.76,1.82,F8,0.76845,3.0,1.0,-1.0,,2.90367,13.22662,5.0469369,SuperWASP,2012,WASP
HIP 9618 b,HIP 9618,Gaia DR3 94468978202180352,Gaia DR2 94468978202180352,TIC 306263608,HD 12572,30.9050061,21.2813274,9.2,7.922,7.559,8.5725,,9.02543,5649.0,4.445,-0.018,0.942,0.9593,,-0.0716,5.6,2.3,-2.2,,20.772858,3.82838127,4.9427299,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HIP 9618 c,HIP 9618,Gaia DR3 94468978202180352,Gaia DR2 94468978202180352,TIC 306263608,HD 12572,30.9050061,21.2813274,9.2,7.922,7.559,8.5725,,9.02543,5649.0,4.445,-0.018,0.942,0.9593,,-0.0716,5.6,2.3,-2.2,,52.56363,3.42855926,6.5715569,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HAT-P-32 b,HAT-P-32,Gaia DR3 356348286886230272,Gaia DR2 356348286886230272,TIC 292152376,,31.0427614,46.6878512,11.439,10.251,9.99,10.7696,,11.1335,6001.0,4.22,-0.16,1.132,1.367,,0.33806,2.7,0.8,-0.8,,2.1500082,22.19382,3.12048,HATNet,2011,HAT
TOI-2328 b,TOI-2328,Gaia DR3 4619939536821435904,Gaia DR2 4619939536821435904,TIC 394287035,,31.6907424,-81.247376,12.331,10.842,10.395,11.584,,12.1082,5525.0,4.505,0.09,0.95,0.9,,-0.17005,4.0,2.3,-2.7,,17.10197,9.97599282,3.357,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-53 b,WASP-53,Gaia DR3 5136559128264765184,Gaia DR2 5136559128264765184,TIC 268766053,,31.9091639,-20.661843,12.591,10.959,10.39,11.7617,,12.3473,4953.0,4.553,0.22,0.839,0.798,,-0.46344,,,,,3.3098443,12.038466,2.2676536,Multiple Facilities,2017,Other
TOI-262 b,TOI-262,Gaia DR3 5019835424832215424,Gaia DR2 5019835424832215424,TIC 70513361,,32.534687,-31.0706272,8.91,7.387,6.967,8.1345,,8.66859,5310.0,4.54,0.26,0.913,0.853,K0 V,-0.28987,0.8,,,67.0,11.14529,2.07,1.501,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-156 b,WASP-156,Gaia DR3 2514360548993901312,Gaia DR2 2514360548993901312,TIC 270380593,,32.782085,2.4181937,11.559,9.906,9.339,10.7307,,11.3227,4987.0,4.541,0.305,0.8712,0.8268,K3,-0.41794,5.6,3.9,-3.2,,3.8361623,6.02802815,2.4044766,SuperWASP,2017,WASP
HAT-P-29 b,HAT-P-29,Gaia DR3 359058441314838528,Gaia DR2 359058441314838528,TIC 250707118,,33.1310921,51.7787754,11.825,10.648,10.297,11.2791,,11.7336,6087.0,4.34,0.21,1.45,1.3,F8,0.2722,2.2,1.0,-1.0,,5.72319,13.11453,3.8928,HATNet,2011,HAT
TOI-2421 b,TOI-2421,Gaia DR3 4968289907406396160,Gaia DR2 4968289907406396160,TIC 70524163,,33.1540208,-35.3909182,11.419,10.09,9.667,10.6918,,11.1554,5607.0,4.005,0.19,1.131,1.75,,0.436,7.5,1.7,-2.8,,4.3474032,10.36830715,4.8624,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-5319 b,TOI-5319,Gaia DR3 102461087706561024,Gaia DR2 102461087706561024,TIC 246965431,,35.2135563,23.5204408,13.947,10.35,9.553001,12.0828,,13.1344,3580.0,4.5,,0.5,0.485,M,-1.45905,,,,,4.07853,2.83,1.561,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-116 b,WASP-116,Gaia DR3 2493785078665571200,Gaia DR2 2493785078665571200,TIC 332911893,,35.2157609,-1.8260419,12.517,11.348,11.021,11.8795,,12.2577,6250.0,4.25,0.0,1.25,1.426,,0.49624,1.7,0.8,-0.8,,6.6132,13.67495645,5.646,SuperWASP,2025,WASP
HAT-P-38 b,HAT-P-38,Gaia DR3 324889227693298560,Gaia DR2 324889227693298560,TIC 285272237,,35.3834942,32.2460441,12.525,10.989,10.501,11.7524,,12.3021,5330.0,4.45,0.06,0.886,0.923,G5,-0.208,10.1,3.9,-4.8,,4.640382,9.247,3.0408,HATNet,2012,HAT
TOI-2384 b,TOI-2384,Gaia DR3 4699702272124241152,Gaia DR2 4699702272124241152,TIC 382602147,,36.1561463,-65.0001957,15.103,11.997,11.119,13.3147,,14.3985,3943.0,4.66,0.332,0.635,0.6113,,-1.11907,9.4,5.8,-5.8,,2.13570304,11.48920522,1.891,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-33 b,WASP-33,Gaia DR3 328636019723252096,Gaia DR2 328636019723252096,TIC 129979528,HD 15082,36.7127375,37.5504441,8.14,7.581,7.468,7.87611,,8.07004,7430.0,4.25,0.1,1.495,1.444,A,0.81944,,,,,1.21987,17.855937,2.8536,SuperWASP,2010,WASP
WASP-117 b,WASP-117,Gaia DR3 4746157737910069888,Gaia DR2 4746157737910069888,TIC 166739520,,36.7758112,-50.2844247,10.139,9.143,8.78,9.6411,,10.0269,6040.0,4.28,-0.11,1.29,1.22,F9,0.27413,4.6,2.0,-2.0,,10.02165,11.88154,5.7591694,SuperWASP,2014,WASP
HD 15337 b,HD 15337,Gaia DR3 5068777809824976256,Gaia DR2 5068777809824976256,TIC 120896927,HD 15337,36.8678846,-27.6361171,9.1,7.553,7.044,8.3157,,8.85598,5131.0,4.48,0.03,0.829,0.855,K1 V,-0.32606,9.6,3.8,-3.9,36.528,4.7559804,1.77,2.5536,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
HD 15337 c,HD 15337,Gaia DR3 5068777809824976256,Gaia DR2 5068777809824976256,TIC 120896927,HD 15337,36.8678846,-27.6361171,9.1,7.553,7.044,8.3157,,8.85598,5131.0,4.48,0.03,0.829,0.855,K1 V,-0.32606,9.6,3.8,-3.9,36.528,17.180546,2.526,2.232,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
WASP-77 A b,WASP-77 A,Gaia DR3 5178405479961698048,Gaia DR2 5178405479960844160,TIC 1129033,,37.1555223,-7.0606675,10.294,8.766,8.405,9.62713,,10.0966,5617.0,4.476,-0.1,0.903,0.91,G8 V,-0.12901,6.2,4.0,-3.5,15.4,1.360029395,13.56,2.1652751,SuperWASP,2012,WASP
TOI-1224 c,TOI-1224,Gaia DR3 4620009665047355520,Gaia DR2 4620009665047355520,TIC 299798795,,37.1978356,-80.8991053,13.95,10.018,9.134,11.556,,12.7824,3326.0,4.893,,0.4,0.404,,-1.6968,0.21,0.027,-0.027,1.23,17.945466,2.884,3.0740072,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1224 b,TOI-1224,Gaia DR3 4620009665047355520,Gaia DR2 4620009665047355520,TIC 299798795,,37.1978356,-80.8991053,13.95,10.018,9.134,11.556,,12.7824,3326.0,4.893,,0.4,0.404,,-1.6968,0.21,0.027,-0.027,1.23,4.1782745,2.104,1.675904,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1062 b,TOI-1062,Gaia DR3 4632865331094140928,Gaia DR2 4632865331094140928,TIC 299799658,,38.1209678,-78.0236828,10.249,8.777,8.296,9.478,,10.0008,5328.0,4.55,0.14,0.94,0.84,G9 V,-0.27446,2.5,0.3,-0.3,21.8,4.11296,2.265,1.08,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
HD 15906 b,HD 15906,Gaia DR3 5175239363214344960,Gaia DR2 5175239363214344960,TIC 4646810,HD 15906,38.2712534,-10.352178,9.78,8.035,7.459,8.8723,,9.47728,4757.0,4.49,0.02,0.79,0.762,K V,-0.56864,,,,,10.924709,2.24,1.8,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HD 15906 c,HD 15906,Gaia DR3 5175239363214344960,Gaia DR2 5175239363214344960,TIC 4646810,HD 15906,38.2712534,-10.352178,9.78,8.035,7.459,8.8723,,9.47728,4757.0,4.49,0.02,0.79,0.762,K V,-0.56864,,,,,21.583298,2.93,2.19,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
